504.639	-1.39817	
505.126	0	
505.613	-1.39527	
506.1	4.88221	
506.588	-2.78727	
507.074	0.696182	
507.561	2.08669	
508.048	-4.169	
508.535	-0.693078	
509.021	-3.45682	
509.508	6.90531	
509.994	-0.689699	
510.48	0	
510.966	-1.37613	
511.452	-0.688258	
511.938	-5.50821	
512.424	6.87483	
512.91	-2.745	
513.396	-1.36958	
513.881	3.41641	
514.367	4.78536	
514.852	-0.684561	
515.337	-0.683392	
515.823	10.9008	
516.308	3.40278	
516.793	4.08356	
517.277	3.39831	
517.762	4.06805	
518.247	0	
518.731	2.03345	
519.216	-6.09556	
519.7	-2.02675	
520.185	2.69675	
520.669	4.03968	
521.153	-1.34543	
521.637	4.03738	
522.121	-3.36344	
522.605	6.71309	
523.088	9.38108	
523.572	2.67802	
524.056	6.01951	
524.539	1.33479	
525.022	3.3307	
525.505	0.668703	
525.989	-5.37012	
526.472	5.35729	
526.955	-3.33978	
527.437	0	
527.92	-4.01573	
528.403	-6.02573	
528.885	6.02688	
529.368	4.02038	
529.85	0.670561	
530.332	-0.670794	
530.814	9.3927	
531.297	5.36901	
531.778	9.39974	
532.26	-0.671338	
532.742	4.69673	
533.224	4.02314	
533.705	6.70014	
534.187	-0.670063	
534.668	8.05189	
535.149	6.04159	
535.63	10.0527	
536.112	8.03193	
536.593	4.68509	
537.073	7.36143	
537.554	4.0132	
538.035	4.68044	
538.516	11.3895	
538.996	12.0836	
539.476	6.708	
539.957	4.69191	
540.437	10.0481	
540.917	8.03381	
541.397	12.7163	
541.877	8.69852	
542.357	14.0458	
542.836	7.35391	
543.316	20.7074	
543.795	8.67479	
544.275	17.3324	
544.754	16.6498	
545.233	10.6488	
545.712	19.2941	
546.191	25.948	
546.67	29.2924	
547.149	23.3114	
547.628	27.3112	
548.107	29.3084	
548.585	23.9648	
549.063	22.6226	
549.542	35.2813	
550.02	27.3052	
550.498	36.6201	
550.976	43.2679	
551.454	47.8846	
551.932	52.4912	
552.41	46.4341	
552.887	53.6353	
553.365	53.6552	
553.842	64.9835	
554.32	74.2329	
554.797	64.8763	
555.274	82.7102	
555.751	87.3453	
556.228	76.1495	
556.705	88.1934	
557.182	99.5208	
557.658	104.738	
558.135	118.599	
558.611	106.052	
559.088	115.328	
559.564	123.702	
560.04	144.65	
560.516	152.415	
560.992	150.254	
561.468	160.702	
561.944	169.124	
562.419	191.702	
562.895	188.448	
563.371	193.196	
563.846	217.223	
564.321	222.569	
564.796	244.478	
565.271	248.808	
565.747	262.76	
566.221	271.116	
566.696	297.821	
567.171	299.822	
567.645	313.184	
568.12	326.562	
568.594	342.664	
569.069	348.783	
569.543	366.469	
570.017	378.16	
570.491	380.45	
570.965	402.183	
571.439	385.904	
571.912	412.606	
572.386	439.505	
572.859	446.792	
573.333	450.69	
573.806	456.217	
574.279	473.867	
574.753	492.355	
575.225	472.976	
575.698	496.648	
576.171	499.497	
576.644	471.981	
577.117	522.902	
577.589	479.811	
578.062	495.761	
578.534	514.561	
579.006	522.511	
579.478	518.385	
579.95	517.658	
580.422	533.153	
580.894	517.225	
581.366	507.55	
581.837	518.202	
582.309	546.51	
582.78	527.996	
583.252	532.913	
583.723	515.522	
584.194	512.017	
584.665	530.678	
585.136	496.12	
585.607	513.202	
586.078	480.175	
586.548	497.532	
587.019	490.891	
587.489	495.63	
587.96	484.548	
588.43	487.047	
588.9	479.881	
589.37	451.438	
589.84	446.458	
590.31	430.955	
590.78	448.586	
591.249	416.4	
591.719	427.186	
592.188	419.87	
592.658	425.625	
593.127	389.679	
593.596	402.971	
594.065	395.402	
594.534	398.837	
595.003	375.875	
595.472	392.673	
595.94	357.91	
596.409	357.322	
596.877	351.059	
597.346	345.442	
597.814	341.902	
598.282	317.723	
598.75	318.856	
599.218	330.398	
599.686	310.33	
600.154	316.155	
600.622	291.799	
601.089	313.141	
601.557	308.967	
602.024	308.265	
602.491	292.174	
602.959	279.598	
603.426	265.037	
603.893	268.147	
604.359	283.232	
604.826	267.141	
605.293	273.085	
605.76	246.422	
606.226	244.466	
606.692	243.098	
607.159	230.385	
607.625	230.527	
608.091	236.376	
608.557	236.583	
609.023	233.932	
609.489	224.768	
609.954	232.014	
610.42	225.021	
610.885	225.885	
611.351	218.257	
611.816	204.193	
612.281	191.56	
612.746	213.4	
613.211	210.027	
613.676	195.024	
