310	0.0320843	
312	0.0275963	
314	0.0223333	
316	0.0170605	
318	0.0120202	
320	0.00830081	
322	0.00555306	
324	0.0037052	
326	0.00301266	
328	0.00358446	
330	0.00458825	
332	0.00655394	
334	0.00866849	
336	0.0106678	
338	0.0126412	
340	0.0149266	
342	0.0177923	
344	0.0208942	
346	0.0243656	
348	0.0277421	
350	0.0304664	
352	0.0312521	
354	0.030492	
356	0.0278573	
358	0.0244159	
360	0.0206857	
362	0.0171708	
364	0.0136645	
366	0.0108032	
368	0.00891014	
370	0.00734809	
372	0.00634769	
374	0.00614979	
376	0.00616584	
378	0.00655739	
380	0.00703013	
382	0.00759759	
384	0.00805974	
386	0.00876663	
388	0.00955695	
390	0.0102939	
392	0.0107312	
394	0.0112319	
396	0.0118581	
398	0.0119898	
400	0.0120937	
402	0.0119814	
404	0.0115863	
406	0.0114028	
408	0.0113896	
410	0.0111635	
412	0.0112934	
414	0.0107838	
416	0.0106847	
418	0.0105134	
420	0.0103458	
422	0.00965138	
424	0.0094106	
426	0.00880094	
428	0.00794412	
430	0.00715808	
432	0.00611828	
434	0.00539075	
436	0.00472577	
438	0.00429745	
440	0.00402059	
442	0.00337107	
444	0.00331287	
446	0.00353798	
448	0.00375765	
450	0.00420361	
452	0.00478782	
454	0.00564919	
456	0.00667711	
458	0.00770097	
460	0.00890088	
462	0.0106053	
464	0.0121942	
466	0.0141153	
468	0.0162299	
470	0.0185016	
472	0.0208529	
474	0.0236734	
476	0.0263576	
478	0.0294411	
480	0.0323354	
482	0.035358	
484	0.0383872	
486	0.0425935	
488	0.0466552	
490	0.0517513	
492	0.057391	
494	0.0643498	
496	0.0723809	
498	0.0813264	
500	0.0913974	
502	0.102093	
504	0.113528	
506	0.125152	
508	0.136105	
510	0.146408	
512	0.15565	
514	0.162932	
516	0.169463	
518	0.174403	
520	0.178395	
522	0.183041	
524	0.188398	
526	0.195254	
528	0.204482	
530	0.21738	
532	0.233597	
534	0.254664	
536	0.27853	
538	0.306965	
540	0.337153	
542	0.371029	
544	0.405921	
546	0.437708	
548	0.466073	
550	0.487586	
552	0.500356	
554	0.501344	
556	0.490432	
558	0.466622	
560	0.432464	
562	0.389523	
564	0.343397	
566	0.293449	
568	0.245746	
570	0.200218	
572	0.159747	
574	0.126681	
576	0.0978975	
578	0.0744062	
580	0.0556931	
582	0.0412634	
584	0.0303142	
586	0.0218365	
588	0.0157007	
590	0.0113343	
592	0.00827034	
594	0.00553984	
596	0.0038376	
598	0.00245609	
600	0.00148139	
602	0.00100365	
604	0.000530195	
606	0.000148293	
608	-0.000132893	
610	-0.000222502	
612	-0.000496156	
614	-0.000526115	
616	-0.000705917	
618	-0.00074043	
620	-0.000699575	
622	-0.000848698	
624	-0.000827692	
626	-0.000922737	
628	-0.000914263	
630	-0.00103412	
632	-0.00102649	
634	-0.000825011	
636	-0.000888387	
638	-0.00104835	
640	-0.00088455	
642	-0.00071034	
644	-0.000907744	
646	-0.000880934	
648	-0.000833589	
650	-0.000750051	
652	-0.000646081	
654	-0.00063856	
656	-0.000639964	
658	-0.000414047	
660	-0.000549528	
662	-0.000448224	
664	-0.000715109	
666	-0.000816046	
668	-0.000703562	
670	-0.000637905	
672	-0.000746661	
674	-0.000748908	
676	-0.000733107	
678	-0.000777023	
680	-0.000708068	
682	-0.000769598	
684	-0.000845664	
686	-0.000727978	
688	-0.000704682	
690	-0.000747968	
692	-0.000810315	
694	-0.000622581	
696	-0.000567202	
698	-0.000791182	
700	-0.00097033	
702	-0.000758186	
704	-0.000770463	
706	-0.000776277	
708	-0.000484556	
710	-0.000660171	
712	-0.00063674	
714	-0.000695987	
716	-0.000624585	
718	-0.000534768	
720	-0.000539905	
722	-0.000553178	
724	-0.000546715	
726	-0.000479049	
728	-0.000575994	
730	-0.000730379	
732	-0.000692851	
734	-0.00061412	
736	-0.000636371	
738	-0.000685483	
740	-0.000656268	
742	-0.000696931	
744	-0.000498995	
746	-0.000712006	
748	-0.000663403	
750	-0.000525802	
752	-0.000791802	
754	-0.000548833	
756	-0.000660878	
758	-0.000437146	
760	-0.000613593	
762	-0.000654932	
764	-0.000629076	
766	-0.000714284	
768	-0.000508399	
770	-0.000447445	
772	-0.000597084	
774	-0.000465938	
776	-0.000402378	
778	-0.000455526	
780	-0.000449514	
782	-0.000713003	
784	-0.000504566	
786	-0.0003558	
788	-0.000432887	
790	-0.000408343	
792	-0.000576829	
794	-0.000368459	
796	-0.000568489	
798	-0.000372309	
800	-0.000369012	
802	-0.000459301	
804	-0.000407997	
806	-0.000414008	
808	-0.000277029	
810	-0.000347364	

